date,summary,precipIntensity,precipProbability,temperature,humidity,windSpeed,visibility
2017/4/4 19:00,Clear,0,0,20.38,0.78,2.96,10.003
2017/4/4 20:00,Clear,0,0,20.35,0.81,2.2,10.003
2017/4/4 21:00,Clear,0,0,20.35,0.81,3.7,10.003
2017/4/4 22:00,Clear,0,0,20.4,0.81,1.84,8.998
2017/4/4 23:00,Partly Cloudy,0,0,20.08,0.83,2.52,10.003
2017/4/5 0:00,Partly Cloudy,0,0,20.4,0.81,1.1,10.003
2017/4/5 1:00,Partly Cloudy,0,0,20.4,0.82,1.31,8.998
2017/4/5 2:00,Partly Cloudy,0,0,20.27,0.84,1.72,8.998
2017/4/5 3:00,Partly Cloudy,0,0,19.92,0.83,2.73,8.005
2017/4/5 4:00,Partly Cloudy,0,0,19.92,0.83,1.39,8.998
2017/4/5 5:00,Partly Cloudy,0,0,19.88,0.84,2.77,8.998
2017/4/5 6:00,Partly Cloudy,0,0,19.88,0.82,3.23,8.998
2017/4/5 7:00,Partly Cloudy,0,0,20.4,0.82,1.74,8.998
2017/4/5 8:00,Partly Cloudy,0,0,20.67,0.81,2.4,10.003
2017/4/5 9:00,Partly Cloudy,0,0,21.55,0.79,1.69,10.003
2017/4/5 10:00,Partly Cloudy,0,0,21.69,0.78,2.15,10.003
2017/4/5 11:00,Partly Cloudy,0,0,22.94,0.75,2.45,10.003
2017/4/5 12:00,Partly Cloudy,0,0,22.73,0.74,2.5,10.003
2017/4/5 13:00,Partly Cloudy,0,0,23.23,0.73,2.61,8.998
2017/4/5 14:00,Partly Cloudy,0,0,23.61,0.71,2.89,10.003
2017/4/5 15:00,Partly Cloudy,0,0,24.23,0.64,1.95,10.003
2017/4/5 16:00,Partly Cloudy,0,0,23.77,0.71,3.01,10.003
2017/4/5 17:00,Clear,0,0,23.29,0.75,2.42,10.003
2017/4/5 18:00,Clear,0,0,22.68,0.79,2.27,10.003
2017/4/5 19:00,Clear,0,0,22.14,0.81,2.95,10.003
2017/4/5 20:00,Clear,0,0,22.13,0.83,1.88,10.003
2017/4/5 21:00,Clear,0,0,22.12,0.83,2.31,10.003
2017/4/5 22:00,Partly Cloudy,0,0,21.67,0.85,2.76,10.003
2017/4/5 23:00,Partly Cloudy,0,0,21.65,0.87,3.03,10.003
2017/4/6 0:00,Partly Cloudy,0,0,21.55,0.86,2.82,10.003
2017/4/6 1:00,Partly Cloudy,0,0,21.6,0.86,1.95,8.998
2017/4/6 2:00,Partly Cloudy,0,0,21.62,0.88,2.26,8.005
2017/4/6 3:00,Partly Cloudy,0,0,21.6,0.87,1.63,8.005
2017/4/6 4:00,Partly Cloudy,0,0,21.65,0.87,1.28,8.998
2017/4/6 5:00,Partly Cloudy,0,0,21.61,0.88,1.71,8.998
2017/4/6 6:00,Partly Cloudy,0,0,21.6,0.87,1.56,8.005
2017/4/6 7:00,Partly Cloudy,0,0,21.63,0.86,0.68,6.994
2017/4/6 8:00,Partly Cloudy,0,0,21.71,0.88,1.69,6.994
2017/4/6 9:00,Partly Cloudy,0,0,22.16,0.86,1.87,10.003
2017/4/6 10:00,Partly Cloudy,0,0,22.24,0.85,1.48,10.003
2017/4/6 11:00,Partly Cloudy,0,0,22.52,0.84,3.07,10.003
2017/4/6 12:00,Partly Cloudy,0,0,22.76,0.83,2,10.003
2017/4/6 13:00,Partly Cloudy,0.0131,0.08,22.76,0.82,1.2,8.998
2017/4/6 14:00,Partly Cloudy,0.0071,0.08,23.05,0.83,2.19,10.003
2017/4/6 15:00,Partly Cloudy,0,0,23.23,0.82,0.58,6.994
2017/4/6 16:00,Partly Cloudy,0,0,23.69,0.8,0.11,6.004
2017/4/6 17:00,Partly Cloudy,0,0,24.02,0.79,0.73,10.003
2017/4/6 18:00,Partly Cloudy,0,0,23.17,0.81,1.79,10.003
2017/4/6 19:00,Clear,0,0,22.64,0.83,1.87,10.003
2017/4/6 20:00,Partly Cloudy,0,0,22.51,0.86,2.48,10.003
2017/4/6 21:00,Partly Cloudy,0,0,22.57,0.86,0.43,10.003
2017/4/6 22:00,Partly Cloudy,0,0,22.12,0.85,2.74,10.003
2017/4/6 23:00,Clear,0,0,22.45,0.87,1.76,8.998
2017/4/7 0:00,Clear,0,0,22.12,0.85,3.13,10.003
2017/4/7 1:00,Clear,0,0,22.08,0.85,1.6,10.003
2017/4/7 2:00,Clear,0,0,21.95,0.87,1.79,8.998
2017/4/7 3:00,Clear,0,0,22.08,0.85,1.5,8.998
2017/4/7 4:00,Clear,0,0,22.05,0.83,0.3,8.998
2017/4/7 5:00,Clear,0,0,21.93,0.86,1.37,5.002
2017/4/7 6:00,Clear,0,0,22.05,0.85,0.15,8.005
2017/4/7 7:00,Clear,0,0,22.05,0.85,0.07,6.004
2017/4/7 8:00,Clear,0,0,22.78,0.81,0.74,8.005
2017/4/7 9:00,Clear,0,0,24.62,0.7,0.71,8.005
2017/4/7 10:00,Clear,0,0,25.46,0.68,0.27,10.003
2017/4/7 11:00,Partly Cloudy,0,0,26,0.67,1.03,10.003
2017/4/7 12:00,Partly Cloudy,0,0,26.86,0.64,0.51,8.005
2017/4/7 13:00,Partly Cloudy,0,0,27.38,0.64,0.42,10.003
2017/4/7 14:00,Partly Cloudy,0,0,26.83,0.7,0.77,10.003
2017/4/7 15:00,Partly Cloudy,0,0,25.99,0.7,1.17,10.003
2017/4/7 16:00,Partly Cloudy,0,0,25.38,0.74,0.7,10.003
2017/4/7 17:00,Partly Cloudy,0,0,25.26,0.74,0.68,10.003
2017/4/7 18:00,Partly Cloudy,0,0,24.85,0.73,0.36,10.003
2017/4/7 19:00,Clear,0,0,24.83,0.74,0.26,10.003
2017/4/7 20:00,Clear,0,0,24.07,0.78,0.51,10.003
2017/4/7 21:00,Clear,0,0,24.08,0.75,0.22,10.003
2017/4/7 22:00,Partly Cloudy,0,0,21.42,0.78,1.37,10.003
2017/4/7 23:00,Partly Cloudy,0,0,21.47,0.77,1.34,10.003
2017/4/8 0:00,Partly Cloudy,0,0,23.49,0.78,0.37,10.003
2017/4/8 1:00,Partly Cloudy,0,0,23.16,0.8,0.34,10.003
2017/4/8 2:00,Partly Cloudy,0,0,22.73,0.84,0.64,8.005
2017/4/8 3:00,Partly Cloudy,0,0,22.95,0.84,0.66,8.998
2017/4/8 4:00,Partly Cloudy,0,0,22.55,0.84,0.42,8.998
2017/4/8 5:00,Partly Cloudy,0,0,22.32,0.87,0.6,8.998
2017/4/8 6:00,Partly Cloudy,0,0,22.51,0.86,0.4,8.998
2017/4/8 7:00,Partly Cloudy,0,0,22.61,0.86,0.28,10.003
2017/4/8 8:00,Partly Cloudy,0,0,23.08,0.87,0.93,6.994
2017/4/8 9:00,Clear,0,0,23.84,0.84,0.47,10.003
2017/4/8 10:00,Clear,0,0,25.28,0.78,0.46,10.003
2017/4/8 11:00,Partly Cloudy,0,0,26.1,0.76,0.75,10.003
2017/4/8 12:00,Partly Cloudy,0,0,27.52,0.69,0.57,10.003
2017/4/8 13:00,Partly Cloudy,0,0,26.95,0.72,1,10.003
2017/4/8 14:00,Partly Cloudy,0,0,26.49,0.73,1.68,10.003
2017/4/8 15:00,Partly Cloudy,0,0,26.51,0.73,1.63,10.003
2017/4/8 16:00,Partly Cloudy,0,0,27.3,0.68,1.11,10.003
2017/4/8 17:00,Partly Cloudy,0,0,26.32,0.74,1.68,10.003
2017/4/8 18:00,Partly Cloudy,0,0,25.15,0.78,2.18,10.003
2017/4/8 19:00,Clear,0,0,24.24,0.82,1.52,10.003
2017/4/8 20:00,Clear,0,0,23.73,0.85,1.91,10.003
2017/4/8 21:00,Clear,0,0,23.63,0.82,1.25,10.003
2017/4/8 22:00,Clear,0,0,20.26,0.79,2.68,10.003
2017/4/8 23:00,Clear,0,0,20.59,0.81,2.47,10.003
2017/4/9 0:00,Clear,0,0,23.57,0.83,1.63,10.003
2017/4/9 1:00,Clear,0,0,23.18,0.84,1.2,10.003
2017/4/9 2:00,Partly Cloudy,0,0,22.93,0.86,1.08,10.003
2017/4/9 3:00,Partly Cloudy,0,0,23.12,0.85,0.41,10.003
2017/4/9 4:00,Partly Cloudy,0,0,23.12,0.85,0.64,10.003
2017/4/9 5:00,Partly Cloudy,0,0,22.82,0.87,1.64,10.003
2017/4/9 6:00,Partly Cloudy,0,0,23.06,0.85,1.12,10.003
2017/4/9 7:00,Partly Cloudy,0,0,23.15,0.84,1.59,10.003
2017/4/9 8:00,Partly Cloudy,0.0124,0.08,23.51,0.86,2.06,10.003
2017/4/9 9:00,Partly Cloudy,0.0082,0.08,24.61,0.82,1.07,10.003
2017/4/9 10:00,Partly Cloudy,0,0,25.19,0.79,1.74,10.003
2017/4/9 11:00,Partly Cloudy,0,0,25.89,0.79,3.09,10.003
2017/4/9 12:00,Partly Cloudy,0,0,25.79,0.8,2.72,10.003
2017/4/9 13:00,Partly Cloudy,0,0,26.25,0.79,2.62,10.003
2017/4/9 14:00,Humid and Partly Cloudy,0,0,26.44,0.79,3.32,10.003
2017/4/9 15:00,Humid and Partly Cloudy,0,0,25.81,0.81,3.24,10.003
2017/4/9 16:00,Partly Cloudy,0,0,25.37,0.82,3.98,10.003
2017/4/9 17:00,Humid and Partly Cloudy,0,0,25.54,0.83,3.93,10.003
2017/4/9 18:00,Humid and Partly Cloudy,0.0164,0.08,25.35,0.83,2.92,10.003
2017/4/9 19:00,Humid and Partly Cloudy,0.0214,0.08,25.28,0.83,3.72,10.003
2017/4/9 20:00,Humid and Partly Cloudy,0.0246,0.08,25.3,0.84,3.73,10.003
2017/4/9 21:00,Partly Cloudy,0.0328,0.08,25.23,0.83,4.11,10.003
2017/4/9 22:00,Humid and Partly Cloudy,0.0284,0.08,25.28,0.84,2.11,10.003
2017/4/9 23:00,Humid and Partly Cloudy,0.0246,0.08,25.31,0.85,2.69,10.003
2017/4/10 0:00,Humid and Partly Cloudy,0.0214,0.08,25.31,0.84,2.91,10.003
2017/4/10 1:00,Humid and Partly Cloudy,0.0214,0.08,25.32,0.84,3.28,10.003
2017/4/10 2:00,Humid and Partly Cloudy,0.0214,0.08,25.29,0.85,2.8,10.003
2017/4/10 3:00,Humid and Partly Cloudy,0.018,0.08,25.28,0.84,2.4,10.003
2017/4/10 4:00,Humid and Partly Cloudy,0.0082,0.08,25.28,0.84,2.14,10.003
2017/4/10 5:00,Humid and Partly Cloudy,0.018,0.08,25.23,0.85,2.61,10.003
2017/4/10 6:00,Humid and Partly Cloudy,0.0262,0.08,25.28,0.85,1.57,10.003
2017/4/10 7:00,Humid and Partly Cloudy,0.0294,0.08,25.28,0.86,1.74,10.003
2017/4/10 8:00,Humid and Partly Cloudy,0.0335,0.08,25.35,0.85,2.36,10.003
2017/4/10 9:00,Humid and Partly Cloudy,0.0328,0.08,25.75,0.84,1.51,10.003
2017/4/10 10:00,Humid and Partly Cloudy,0.0246,0.08,26.25,0.82,2.26,10.003
2017/4/10 11:00,Humid and Partly Cloudy,0.0246,0.08,26.57,0.81,4.14,10.003
2017/4/10 12:00,Humid and Partly Cloudy,0.0197,0.08,26.38,0.81,4.76,10.003
2017/4/10 13:00,Humid and Partly Cloudy,0.0197,0.08,26.89,0.8,3.6,10.003
2017/4/10 14:00,Humid and Partly Cloudy,0.0391,0.08,26.19,0.82,4.56,10.003
2017/4/10 15:00,Humid and Partly Cloudy,0.0423,0.08,25.92,0.83,5.81,10.003
2017/4/10 16:00,Humid and Partly Cloudy,0.049,0.08,25.92,0.82,5.3,10.003
2017/4/10 17:00,Humid and Partly Cloudy,0.0504,0.09,25.99,0.83,4.94,10.003
2017/4/10 18:00,Humid and Partly Cloudy,0.0391,0.08,25.96,0.82,4.32,10.003
2017/4/10 19:00,Humid and Partly Cloudy,0.049,0.08,25.88,0.83,3.17,10.003
2017/4/10 20:00,Humid and Partly Cloudy,0.0391,0.08,25.84,0.83,3.83,10.003
2017/4/10 21:00,Humid and Partly Cloudy,0.0423,0.08,25.92,0.83,3.18,10.003
2017/4/10 22:00,Humid and Partly Cloudy,0.0456,0.08,25.92,0.83,2.75,10.003
2017/4/10 23:00,Humid and Partly Cloudy,0.0243,0.08,25.88,0.85,3.08,10.003
2017/4/11 0:00,Humid and Partly Cloudy,0.0142,0.08,25.89,0.84,1.73,10.003
2017/4/11 1:00,Drizzle and Humid,0.1284,0.9,25.41,0.85,2.26,10.003
2017/4/11 2:00,Light Rain and Humid,0.4407,0.9,25.32,0.88,1.01,6.994
2017/4/11 3:00,Light Rain and Humid,0.3329,0.9,25.34,0.87,0.53,8.005
2017/4/11 4:00,Drizzle and Humid,0.1087,0.9,25.37,0.86,1.24,10.003
2017/4/11 5:00,Humid and Partly Cloudy,0,0,25.11,0.87,0.62,8.005
2017/4/11 6:00,Humid and Partly Cloudy,0,0,25.27,0.86,0.34,5.002
2017/4/11 7:00,Humid,0,0,25.27,0.86,0.3,5.002
2017/4/11 8:00,Humid and Partly Cloudy,0,0,25.3,0.88,0.69,6.994
2017/4/11 9:00,Humid and Partly Cloudy,0,0,25.88,0.86,1.16,8.005
2017/4/11 10:00,Humid and Partly Cloudy,0.0066,0.08,25.86,0.85,2.24,10.003
2017/4/11 11:00,Humid and Partly Cloudy,0.0147,0.08,26.58,0.84,2.21,10.003
2017/4/11 12:00,Humid and Partly Cloudy,0,0,26.43,0.83,1.65,10.003
2017/4/11 13:00,Humid and Partly Cloudy,0,0,26.54,0.83,2.45,10.003
2017/4/11 14:00,Humid and Partly Cloudy,0,0,26.88,0.82,3.71,10.003
2017/4/11 15:00,Humid and Partly Cloudy,0,0,26.51,0.83,1.59,10.003
2017/4/11 16:00,Humid and Partly Cloudy,0.023,0.08,26.47,0.83,1.51,10.003
2017/4/11 17:00,Humid and Partly Cloudy,0.0294,0.08,26.48,0.84,2.18,10.003
2017/4/11 18:00,Humid and Partly Cloudy,0.0115,0.08,26.47,0.83,1.13,10.003
2017/4/11 19:00,Rain and Humid,1.0775,0.9,25.97,0.85,1.81,10.003
2017/4/11 20:00,Humid and Partly Cloudy,0.0147,0.08,25.64,0.88,1.83,3.296
2017/4/11 21:00,Humid and Partly Cloudy,0.0099,0.08,25.62,0.87,1.81,4.1
2017/4/11 22:00,Partly Cloudy,0.0279,0.08,24.2,0.86,0.57,6.004
2017/4/11 23:00,Light Rain,0.5584,0.97,22.89,0.88,2.31,4.8
2017/4/12 0:00,Partly Cloudy,0.0593,0.16,22.23,0.87,2.07,3.296
2017/4/12 1:00,Partly Cloudy,0.0294,0.08,22.23,0.87,2.19,3.804
2017/4/12 2:00,Partly Cloudy,0.0441,0.08,22.1,0.88,2.4,5.648
2017/4/12 3:00,Partly Cloudy,0.0115,0.08,21.75,0.87,0.77,7.665
2017/4/12 4:00,Partly Cloudy,0,0,21.29,0.87,1.08,8.998
2017/4/12 5:00,Partly Cloudy,0,0,21,0.85,1.55,10.003
2017/4/12 6:00,Partly Cloudy,0,0,20.3,0.84,2.89,10.003
2017/4/12 7:00,Partly Cloudy,0,0,19.36,0.84,0.75,10.003
2017/4/12 8:00,Partly Cloudy,0,0,19.65,0.86,1.34,10.003
2017/4/12 9:00,Partly Cloudy,0.0178,0.08,19.48,0.84,2.38,10.003
2017/4/12 10:00,Partly Cloudy,0,0,20.47,0.82,2.35,10.003
2017/4/12 11:00,Partly Cloudy,0,0,20.36,0.8,3.42,10.003
2017/4/12 12:00,Partly Cloudy,0,0,20.37,0.8,1.24,10.003
2017/4/12 13:00,Partly Cloudy,0,0,20.37,0.78,1.16,10.003
2017/4/12 14:00,Partly Cloudy,0,0,20.27,0.78,2.23,10.003
2017/4/12 15:00,Partly Cloudy,0,0,20.28,0.79,1.24,10.003
2017/4/12 16:00,Light Rain,0.633,0.9,18.99,0.84,1.96,2.199
2017/4/12 17:00,Heavy Rain,6.9813,0.9,19.32,0.86,4.94,5.002
2017/4/12 18:00,Rain,2.335,0.9,18.7,0.85,4.43,10.003
2017/4/12 19:00,Partly Cloudy,0.0246,0.08,18.32,0.83,1.25,10.003
2017/4/12 20:00,Partly Cloudy,0,0,18.62,0.84,1.98,10.003
2017/4/12 21:00,Partly Cloudy,0,0,19.18,0.8,1.78,10.003
2017/4/12 22:00,Partly Cloudy,0,0,19.18,0.8,2.37,10.003
2017/4/12 23:00,Partly Cloudy,0.018,0.08,19.03,0.8,1.47,10.003
2017/4/13 0:00,Partly Cloudy,0,0,19.1,0.81,1.34,10.003
2017/4/13 1:00,Partly Cloudy,0,0,19.12,0.81,0.78,10.003
2017/4/13 2:00,Partly Cloudy,0,0,18.45,0.81,1.4,10.003
2017/4/13 3:00,Partly Cloudy,0,0,18.05,0.8,1.25,10.003
2017/4/13 4:00,Partly Cloudy,0,0,18.05,0.8,0.82,10.003
2017/4/13 5:00,Partly Cloudy,0,0,17.98,0.79,0.87,10.003
2017/4/13 6:00,Partly Cloudy,0,0,17.99,0.78,0.47,10.003
2017/4/13 7:00,Partly Cloudy,0,0,17.99,0.77,1.5,10.003
2017/4/13 8:00,Partly Cloudy,0,0,18.05,0.79,1.65,10.003
2017/4/13 9:00,Partly Cloudy,0,0,18.55,0.78,1.67,10.003
2017/4/13 10:00,Partly Cloudy,0,0,18.57,0.78,2.02,10.003
2017/4/13 11:00,Partly Cloudy,0,0,18.65,0.8,1.75,10.003
2017/4/13 12:00,Partly Cloudy,0,0,19.72,0.77,0.56,10.003
2017/4/13 13:00,Partly Cloudy,0,0,20.24,0.71,1.34,10.003
2017/4/13 14:00,Partly Cloudy,0,0,20.23,0.66,0.97,8.998
2017/4/13 15:00,Partly Cloudy,0,0,20.26,0.62,0.89,6.994
2017/4/13 16:00,Partly Cloudy,0,0,19.96,0.61,1.36,5.002
2017/4/13 17:00,Partly Cloudy,0,0,19.92,0.67,1.54,5.002
2017/4/13 18:00,Partly Cloudy,0,0,19.28,0.7,0.93,8.005
2017/4/13 19:00,Partly Cloudy,0,0,19.28,0.72,1.53,8.998
2017/4/13 20:00,Partly Cloudy,0,0,19.18,0.77,1.2,10.003
2017/4/13 21:00,Partly Cloudy,0,0,19.18,0.79,1.9,10.003
2017/4/13 22:00,Partly Cloudy,0.0066,0.08,19.18,0.8,0.93,10.003
2017/4/13 23:00,Partly Cloudy,0.0718,0.08,19.31,0.78,1.97,10.003
2017/4/14 0:00,Partly Cloudy,0,0,19.26,0.76,1.49,10.003
2017/4/14 1:00,Partly Cloudy,0,0,19.34,0.79,2.36,10.003
2017/4/14 2:00,Partly Cloudy,0,0,19.39,0.79,2.51,10.003
2017/4/14 3:00,Partly Cloudy,0,0,19.47,0.78,2.16,8.998
2017/4/14 4:00,Clear,0,0,19.36,0.79,1.84,10.003
2017/4/14 5:00,Clear,0,0,19.04,0.81,2.63,10.003
2017/4/14 6:00,Clear,0,0,19.32,0.81,1.75,10.003
2017/4/14 7:00,Partly Cloudy,0,0,19.38,0.8,2.52,10.003
2017/4/14 8:00,Partly Cloudy,0,0,19.66,0.79,3.42,10.003
2017/4/14 9:00,Partly Cloudy,0,0,20.19,0.77,1.42,10.003
2017/4/14 10:00,Partly Cloudy,0,0,21.28,0.7,1.14,10.003
2017/4/14 11:00,Partly Cloudy,0.039,0.08,22.49,0.67,1.71,10.003
2017/4/14 12:00,Partly Cloudy,0.039,0.08,22.99,0.67,0.64,8.998
2017/4/14 13:00,Partly Cloudy,0,0,23.07,0.67,1.01,8.998
2017/4/14 14:00,Partly Cloudy,0,0,23.65,0.67,0.61,8.005
2017/4/14 15:00,Partly Cloudy,0,0,22.93,0.68,1.09,8.005
2017/4/14 16:00,Partly Cloudy,0,0,23.58,0.67,0.55,8.005
2017/4/14 17:00,Partly Cloudy,0,0,23.39,0.68,0.73,8.005
2017/4/14 18:00,Clear,0,0,22.69,0.69,1.32,10.003
2017/4/14 19:00,Clear,0,0,21.6,0.73,1.67,8.998
2017/4/14 20:00,Clear,0,0,21.18,0.77,1.6,8.998
2017/4/14 21:00,Clear,0,0,21.15,0.78,2.46,8.998
2017/4/14 22:00,Partly Cloudy,0,0,21.1,0.79,1.88,8.998
2017/4/14 23:00,Partly Cloudy,0,0,20.65,0.82,1.19,10.003
2017/4/15 0:00,Partly Cloudy,0,0,21.06,0.8,1.01,10.003
2017/4/15 1:00,Clear,0,0,21.06,0.81,2.52,10.003
2017/4/15 2:00,Clear,0,0,21.05,0.83,2.57,10.003
2017/4/15 3:00,Clear,0,0,21.1,0.82,2.16,10.003
2017/4/15 4:00,Partly Cloudy,0,0,21.12,0.82,0.96,8.998
2017/4/15 5:00,Partly Cloudy,0,0,21.02,0.84,0.39,10.003
2017/4/15 6:00,Partly Cloudy,0,0,21.15,0.83,2.11,10.003
2017/4/15 7:00,Partly Cloudy,0.0327,0.08,21.15,0.83,2.33,10.003
2017/4/15 8:00,Partly Cloudy,0.0455,0.08,21.63,0.84,1.57,10.003
2017/4/15 9:00,Partly Cloudy,0,0,22.17,0.82,1.42,10.003
2017/4/15 10:00,Partly Cloudy,0,0,22.74,0.81,1.14,10.003
2017/4/15 11:00,Partly Cloudy,0,0,23.59,0.8,1.68,10.003
2017/4/15 12:00,Clear,0,0,25.1,0.72,1.2,10.003
2017/4/15 13:00,Clear,0,0,25.99,0.71,1.04,10.003
2017/4/15 14:00,Clear,0,0,26.12,0.73,1.76,10.003
2017/4/15 15:00,Partly Cloudy,0,0,24.53,0.77,2.77,10.003
2017/4/15 16:00,Partly Cloudy,0,0,24.45,0.78,1.38,10.003
2017/4/15 17:00,Partly Cloudy,0,0,23.68,0.82,2.98,10.003
2017/4/15 18:00,Partly Cloudy,0,0,23.4,0.83,1.78,10.003
2017/4/15 19:00,Partly Cloudy,0,0,22.85,0.84,2.17,10.003
2017/4/15 20:00,Partly Cloudy,0,0,22.89,0.86,2.56,10.003
2017/4/15 21:00,Partly Cloudy,0,0,22.83,0.85,2.69,10.003
2017/4/15 22:00,Partly Cloudy,0,0,22.74,0.85,1.85,8.005
2017/4/15 23:00,Partly Cloudy,0,0,22.75,0.87,1.03,8.005
2017/4/16 0:00,Partly Cloudy,0,0,22.74,0.86,1.75,8.998
2017/4/16 1:00,Partly Cloudy,0,0,22.71,0.86,1.4,8.005
2017/4/16 2:00,Clear,0,0,22.65,0.88,2.2,8.005
2017/4/16 3:00,Clear,0,0,22.67,0.87,1.84,6.994
2017/4/16 4:00,Clear,0,0,22.67,0.87,1.82,6.994
2017/4/16 5:00,Partly Cloudy,0,0,22.65,0.88,1.63,6.994
2017/4/16 6:00,Partly Cloudy,0,0,22.21,0.87,2.11,6.004
2017/4/16 7:00,Partly Cloudy,0,0,22.21,0.87,1.72,6.994
2017/4/16 8:00,Partly Cloudy,0,0,22.32,0.88,1.09,6.994
2017/4/16 9:00,Partly Cloudy,0,0,22.74,0.87,1.11,6.994
2017/4/16 10:00,Partly Cloudy,0,0,23.39,0.86,0.36,8.998
2017/4/16 11:00,Partly Cloudy,0,0,24.71,0.83,0.94,10.003
2017/4/16 12:00,Partly Cloudy,0,0,26.98,0.71,0.61,10.003
2017/4/16 13:00,Partly Cloudy,0,0,27.77,0.67,1.05,10.003
2017/4/16 14:00,Partly Cloudy,0,0,28.16,0.62,2.33,10.003
2017/4/16 15:00,Partly Cloudy,0,0,28.21,0.63,1.29,10.003
2017/4/16 16:00,Clear,0,0,27.15,0.68,2.03,10.003
2017/4/16 17:00,Clear,0,0,27.27,0.68,1.37,10.003
2017/4/16 18:00,Clear,0,0,26.34,0.72,1.26,10.003
2017/4/16 19:00,Clear,0,0,25.23,0.76,0.3,10.003
2017/4/16 20:00,Clear,0,0,24.24,0.76,0.9,10.003
2017/4/16 21:00,Clear,0,0,24.14,0.77,1.23,10.003
2017/4/16 22:00,Clear,0,0,24.12,0.77,1.26,10.003
2017/4/16 23:00,Clear,0,0,23.56,0.83,0.89,10.003
2017/4/17 0:00,Clear,0,0,23.75,0.82,0.61,10.003
2017/4/17 1:00,Clear,0,0,23.34,0.84,0.22,10.003
2017/4/17 2:00,Clear,0,0,23.23,0.85,1.02,10.003
2017/4/17 3:00,Partly Cloudy,0,0,23.28,0.84,0.17,8.998
2017/4/17 4:00,Partly Cloudy,0,0,23.28,0.84,0.28,8.998
2017/4/17 5:00,Partly Cloudy,0,0,23.19,0.87,0.26,8.005
2017/4/17 6:00,Partly Cloudy,0,0,23.19,0.84,0.54,5.002
2017/4/17 7:00,Partly Cloudy,0,0,23.24,0.85,0.2,8.005
2017/4/17 8:00,Partly Cloudy,0,0,24.68,0.76,0.31,3.898
2017/4/17 9:00,Partly Cloudy,0,0,25.24,0.73,0.65,6.994
2017/4/17 10:00,Humid and Partly Cloudy,0,0,27.64,0.74,0.42,8.998
2017/4/17 11:00,Humid and Partly Cloudy,0,0,27.86,0.72,0.99,10.003
2017/4/17 12:00,Humid,0,0,28.5,0.71,1.08,10.003
2017/4/17 13:00,Humid,0,0,29.19,0.69,0.46,10.003
2017/4/17 14:00,Humid,0,0,29.53,0.66,1.37,13.901
2017/4/17 15:00,Humid,0,0,29.95,0.66,0.43,13.901
2017/4/17 16:00,Humid,0,0,29.3,0.69,1.08,10.003
2017/4/17 17:00,Humid,0,0,29.04,0.71,1.61,10.003
2017/4/17 18:00,Humid,0,0,26.57,0.8,2.48,10.003
2017/4/17 19:00,Humid,0,0,25.24,0.84,2.23,10.003
2017/4/17 20:00,Clear,0,0,24.93,0.74,1.57,10.003
2017/4/17 21:00,Clear,0,0,25.01,0.74,0.98,10.003
2017/4/17 22:00,Clear,0,0,24.45,0.76,0.06,10.003
2017/4/17 23:00,Clear,0,0,24.53,0.79,0.87,12.683
2017/4/18 0:00,Clear,0,0,24.18,0.79,0.6,12.683
2017/4/18 1:00,Clear,0,0,24.12,0.81,0.28,10.003
2017/4/18 2:00,Clear,0,0,23.97,0.85,0.87,13.901
2017/4/18 3:00,Partly Cloudy,0,0,24.02,0.85,0.64,12.067
2017/4/18 4:00,Partly Cloudy,0.0222,0.08,23.63,0.86,0.08,8.998
2017/4/18 5:00,Partly Cloudy,0.0327,0.08,23.52,0.87,0.59,10.003
2017/4/18 6:00,Clear,0,0,23.58,0.83,0.12,6.004
2017/4/18 7:00,Partly Cloudy,0,0,23.73,0.81,0.17,8.998
2017/4/18 8:00,Clear,0,0,25,0.78,0.47,3.898
2017/4/18 9:00,Clear,0,0,26.2,0.71,1.29,10.003
2017/4/18 10:00,Clear,0,0,28.01,0.7,0.49,10.003
2017/4/18 11:00,Humid,0,0,28.44,0.69,1.27,10.003
2017/4/18 12:00,Clear,0.039,0.08,29.83,0.6,0.63,10.003
2017/4/18 13:00,Clear,0.039,0.08,30.42,0.51,0.52,10.003
2017/4/18 14:00,Humid,0,0,31.27,0.61,1,10.003
2017/4/18 15:00,Humid,0,0,31.56,0.59,0.41,10.003
2017/4/18 16:00,Humid,0,0,32.29,0.58,0.44,8.998
2017/4/18 17:00,Humid,0,0,30.95,0.63,0.92,8.998
2017/4/18 18:00,Humid,0,0,29.62,0.68,0.28,8.998
2017/4/18 19:00,Humid,0,0,27.59,0.77,1.51,10.003
2017/4/18 20:00,Clear,0,0,26.83,0.72,1.75,8.998
2017/4/18 21:00,Clear,0,0,26.89,0.69,0.8,6.994
2017/4/18 22:00,Clear,0,0,25.87,0.72,1.8,6.004
2017/4/18 23:00,Clear,0,0,25.62,0.78,1.31,8.998
2017/4/19 0:00,Clear,0,0,24.89,0.78,1.91,6.004
2017/4/19 1:00,Clear,0,0,25.26,0.75,0.25,8.005
2017/4/19 2:00,Clear,0,0,24.67,0.77,1.03,8.005
2017/4/19 3:00,Clear,0,0,24.62,0.71,0.24,6.994
2017/4/19 4:00,Clear,0,0,24.6,0.69,0.85,10.003
2017/4/19 5:00,Clear,0,0,24.37,0.7,1.56,8.005
2017/4/19 6:00,Clear,0,0,23.53,0.88,1.33,6.994
2017/4/19 7:00,Clear,0,0,24.78,0.85,1.88,10.003
